Domain,Area,Element,Item,Year,Unit,Value
"Crops and livestock products","Thailand","Area harvested","Barley","2000","ha","6132"
"Crops and livestock products","Thailand","Yield","Barley","2000","100 g/ha","18690"
"Crops and livestock products","Thailand","Area harvested","Barley","2001","ha","6913"
"Crops and livestock products","Thailand","Yield","Barley","2001","100 g/ha","18995"
"Crops and livestock products","Thailand","Area harvested","Barley","2002","ha","7000"
"Crops and livestock products","Thailand","Yield","Barley","2002","100 g/ha","19421"
"Crops and livestock products","Thailand","Area harvested","Barley","2003","ha","11500"
"Crops and livestock products","Thailand","Yield","Barley","2003","100 g/ha","19881"
"Crops and livestock products","Thailand","Area harvested","Barley","2004","ha","12000"
"Crops and livestock products","Thailand","Yield","Barley","2004","100 g/ha","20808"
"Crops and livestock products","Thailand","Area harvested","Barley","2005","ha","14000"
"Crops and livestock products","Thailand","Yield","Barley","2005","100 g/ha","20317"
"Crops and livestock products","Thailand","Area harvested","Barley","2006","ha","17785"
"Crops and livestock products","Thailand","Yield","Barley","2006","100 g/ha","20539"
"Crops and livestock products","Thailand","Area harvested","Barley","2007","ha","21885"
"Crops and livestock products","Thailand","Yield","Barley","2007","100 g/ha","20761"
"Crops and livestock products","Thailand","Area harvested","Barley","2008","ha","25568"
"Crops and livestock products","Thailand","Yield","Barley","2008","100 g/ha","20983"
"Crops and livestock products","Thailand","Area harvested","Barley","2009","ha","29217"
"Crops and livestock products","Thailand","Yield","Barley","2009","100 g/ha","21205"
"Crops and livestock products","Thailand","Area harvested","Barley","2010","ha","32670"
"Crops and livestock products","Thailand","Yield","Barley","2010","100 g/ha","21427"
"Crops and livestock products","Thailand","Area harvested","Barley","2011","ha","36954"
"Crops and livestock products","Thailand","Yield","Barley","2011","100 g/ha","21649"
"Crops and livestock products","Thailand","Area harvested","Barley","2012","ha","40466"
"Crops and livestock products","Thailand","Yield","Barley","2012","100 g/ha","21870"
"Crops and livestock products","Thailand","Area harvested","Barley","2013","ha","43001"
"Crops and livestock products","Thailand","Yield","Barley","2013","100 g/ha","22092"
"Crops and livestock products","Thailand","Area harvested","Barley","2014","ha","53808"
"Crops and livestock products","Thailand","Yield","Barley","2014","100 g/ha","22301"
"Crops and livestock products","Thailand","Area harvested","Barley","2015","ha","53051"
"Crops and livestock products","Thailand","Yield","Barley","2015","100 g/ha","22620"
"Crops and livestock products","Thailand","Area harvested","Barley","2016","ha","52380"
"Crops and livestock products","Thailand","Yield","Barley","2016","100 g/ha","22910"
"Crops and livestock products","Thailand","Area harvested","Barley","2017","ha","60430"
"Crops and livestock products","Thailand","Yield","Barley","2017","100 g/ha","23167"
"Crops and livestock products","Thailand","Area harvested","Barley","2018","ha","55543"
"Crops and livestock products","Thailand","Yield","Barley","2018","100 g/ha","23405"
"Crops and livestock products","Thailand","Area harvested","Barley","2019","ha","61285"
"Crops and livestock products","Thailand","Yield","Barley","2019","100 g/ha","23660"
"Crops and livestock products","Thailand","Area harvested","Barley","2020","ha","68294"
"Crops and livestock products","Thailand","Yield","Barley","2020","100 g/ha","23721"
"Crops and livestock products","Thailand","Area harvested","Barley","2021","ha","71099"
"Crops and livestock products","Thailand","Yield","Barley","2021","100 g/ha","23938"
"Crops and livestock products","Thailand","Area harvested","Barley","2022","ha","72180"
"Crops and livestock products","Thailand","Yield","Barley","2022","100 g/ha","24154"
"Crops and livestock products","Thailand","Area harvested","Beans, dry","1961","ha","35840"
"Crops and livestock products","Thailand","Yield","Beans, dry","1961","100 g/ha","11300"
"Crops and livestock products","Thailand","Area harvested","Beans, dry","1962","ha","49120"
"Crops and livestock products","Thailand","Yield","Beans, dry","1962","100 g/ha","10932"
"Crops and livestock products","Thailand","Area harvested","Beans, dry","1963","ha","98880"
"Crops and livestock products","Thailand","Yield","Beans, dry","1963","100 g/ha","11731"
"Crops and livestock products","Thailand","Area harvested","Beans, dry","1964","ha","99680"
"Crops and livestock products","Thailand","Yield","Beans, dry","1964","100 g/ha","11055"
"Crops and livestock products","Thailand","Area harvested","Beans, dry","1965","ha","118240"
"Crops and livestock products","Thailand","Yield","Beans, dry","1965","100 g/ha","10555"
"Crops and livestock products","Thailand","Area harvested","Beans, dry","1966","ha","132960"
"Crops and livestock products","Thailand","Yield","Beans, dry","1966","100 g/ha","9913"
"Crops and livestock products","Thailand","Area harvested","Beans, dry","1967","ha","129440"
"Crops and livestock products","Thailand","Yield","Beans, dry","1967","100 g/ha","9472"
"Crops and livestock products","Thailand","Area harvested","Beans, dry","1968","ha","187520"
"Crops and livestock products","Thailand","Yield","Beans, dry","1968","100 g/ha","9796"
"Crops and livestock products","Thailand","Area harvested","Beans, dry","1969","ha","202720"
"Crops and livestock products","Thailand","Yield","Beans, dry","1969","100 g/ha","8376"
"Crops and livestock products","Thailand","Area harvested","Beans, dry","1970","ha","224160"
"Crops and livestock products","Thailand","Yield","Beans, dry","1970","100 g/ha","6714"
"Crops and livestock products","Thailand","Area harvested","Beans, dry","1971","ha","147900"
"Crops and livestock products","Thailand","Yield","Beans, dry","1971","100 g/ha","10372"
"Crops and livestock products","Thailand","Area harvested","Beans, dry","1972","ha","213000"
"Crops and livestock products","Thailand","Yield","Beans, dry","1972","100 g/ha","9587"
"Crops and livestock products","Thailand","Area harvested","Beans, dry","1973","ha","239000"
"Crops and livestock products","Thailand","Yield","Beans, dry","1973","100 g/ha","8759"
"Crops and livestock products","Thailand","Area harvested","Beans, dry","1974","ha","190720"
"Crops and livestock products","Thailand","Yield","Beans, dry","1974","100 g/ha","9852"
"Crops and livestock products","Thailand","Area harvested","Beans, dry","1975","ha","147200"
"Crops and livestock products","Thailand","Yield","Beans, dry","1975","100 g/ha","8191"
"Crops and livestock products","Thailand","Area harvested","Beans, dry","1976","ha","207680"
"Crops and livestock products","Thailand","Yield","Beans, dry","1976","100 g/ha","6009"
"Crops and livestock products","Thailand","Area harvested","Beans, dry","1977","ha","377920"
"Crops and livestock products","Thailand","Yield","Beans, dry","1977","100 g/ha","5476"
"Crops and livestock products","Thailand","Area harvested","Beans, dry","1978","ha","374400"
"Crops and livestock products","Thailand","Yield","Beans, dry","1978","100 g/ha","6917"
"Crops and livestock products","Thailand","Area harvested","Beans, dry","1979","ha","354560"
"Crops and livestock products","Thailand","Yield","Beans, dry","1979","100 g/ha","7070"
"Crops and livestock products","Thailand","Area harvested","Beans, dry","1980","ha","394993"
"Crops and livestock products","Thailand","Yield","Beans, dry","1980","100 g/ha","6609"
"Crops and livestock products","Thailand","Area harvested","Beans, dry","1981","ha","457833"
"Crops and livestock products","Thailand","Yield","Beans, dry","1981","100 g/ha","6195"
"Crops and livestock products","Thailand","Area harvested","Beans, dry","1982","ha","444036"
"Crops and livestock products","Thailand","Yield","Beans, dry","1982","100 g/ha","6334"
"Crops and livestock products","Thailand","Area harvested","Beans, dry","1983","ha","448460"
"Crops and livestock products","Thailand","Yield","Beans, dry","1983","100 g/ha","6429"
"Crops and livestock products","Thailand","Area harvested","Beans, dry","1984","ha","482673"
"Crops and livestock products","Thailand","Yield","Beans, dry","1984","100 g/ha","7300"
"Crops and livestock products","Thailand","Area harvested","Beans, dry","1985","ha","529108"
"Crops and livestock products","Thailand","Yield","Beans, dry","1985","100 g/ha","6112"
"Crops and livestock products","Thailand","Area harvested","Beans, dry","1986","ha","492900"
"Crops and livestock products","Thailand","Yield","Beans, dry","1986","100 g/ha","6109"
"Crops and livestock products","Thailand","Area harvested","Beans, dry","1987","ha","437576"
"Crops and livestock products","Thailand","Yield","Beans, dry","1987","100 g/ha","6108"
"Crops and livestock products","Thailand","Area harvested","Beans, dry","1988","ha","462046"
"Crops and livestock products","Thailand","Yield","Beans, dry","1988","100 g/ha","7199"
"Crops and livestock products","Thailand","Area harvested","Beans, dry","1989","ha","496379"
"Crops and livestock products","Thailand","Yield","Beans, dry","1989","100 g/ha","7175"
"Crops and livestock products","Thailand","Area harvested","Beans, dry","1990","ha","427902"
"Crops and livestock products","Thailand","Yield","Beans, dry","1990","100 g/ha","7088"
"Crops and livestock products","Thailand","Area harvested","Beans, dry","1991","ha","417616"
"Crops and livestock products","Thailand","Yield","Beans, dry","1991","100 g/ha","7284"
"Crops and livestock products","Thailand","Area harvested","Beans, dry","1992","ha","350240"
"Crops and livestock products","Thailand","Yield","Beans, dry","1992","100 g/ha","7464"
"Crops and livestock products","Thailand","Area harvested","Beans, dry","1993","ha","314560"
"Crops and livestock products","Thailand","Yield","Beans, dry","1993","100 g/ha","8561"
"Crops and livestock products","Thailand","Area harvested","Beans, dry","1994","ha","335040"
"Crops and livestock products","Thailand","Yield","Beans, dry","1994","100 g/ha","7235"
"Crops and livestock products","Thailand","Area harvested","Beans, dry","1995","ha","332772"
"Crops and livestock products","Thailand","Yield","Beans, dry","1995","100 g/ha","7032"
"Crops and livestock products","Thailand","Area harvested","Beans, dry","1996","ha","303914"
"Crops and livestock products","Thailand","Yield","Beans, dry","1996","100 g/ha","7074"
"Crops and livestock products","Thailand","Area harvested","Beans, dry","1997","ha","273514"
"Crops and livestock products","Thailand","Yield","Beans, dry","1997","100 g/ha","7310"
"Crops and livestock products","Thailand","Area harvested","Beans, dry","1998","ha","288755"
"Crops and livestock products","Thailand","Yield","Beans, dry","1998","100 g/ha","7824"
"Crops and livestock products","Thailand","Area harvested","Beans, dry","1999","ha","307956"
"Crops and livestock products","Thailand","Yield","Beans, dry","1999","100 g/ha","8097"
"Crops and livestock products","Thailand","Area harvested","Beans, dry","2000","ha","279981"
"Crops and livestock products","Thailand","Yield","Beans, dry","2000","100 g/ha","8067"
"Crops and livestock products","Thailand","Area harvested","Beans, dry","2001","ha","295360"
"Crops and livestock products","Thailand","Yield","Beans, dry","2001","100 g/ha","8047"
"Crops and livestock products","Thailand","Area harvested","Beans, dry","2002","ha","273440"
"Crops and livestock products","Thailand","Yield","Beans, dry","2002","100 g/ha","7911"
"Crops and livestock products","Thailand","Area harvested","Beans, dry","2003","ha","231680"
"Crops and livestock products","Thailand","Yield","Beans, dry","2003","100 g/ha","7683"
"Crops and livestock products","Thailand","Area harvested","Beans, dry","2004","ha","177760"
"Crops and livestock products","Thailand","Yield","Beans, dry","2004","100 g/ha","7588"
"Crops and livestock products","Thailand","Area harvested","Beans, dry","2005","ha","152800"
